C2DB-5-4_M4.66-X4-T2_W4.66-N4-N2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-B2-(F1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-B2-(F1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-B2-(F1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-B2-(F1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-B2-(F1Se1)2-2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-B2-(F1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-B2-(F1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-B2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-B2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-B2-(H1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-B2-(H1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-B2-(H1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-B2-(H1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-B2-(H1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-B2-(H1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-C2-(F1S1)2.POSCAR,0.020084505
C2DB-3-2_M3-X2-T2_V3-C2-(F1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-C2-(F1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Hf3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Mo3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Sc3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ta3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_W3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Y3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-C2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ti3-C2-(H1S1)2-1.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-C2-(H1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-C2-(H1S1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_V3-C2-(H1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Zr3-C2-(H1Se1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Hf3-N2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Mn3-N2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Mo3-N2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Nb3-N2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Sc3-N2-(H1O1)2.POSCAR,0
C2DB-3-2_M3-X2-T2_Ta3-N2-(H1O1)2.POSCAR,0
